,id,host_id,host_listings_count,accommodates,bathrooms,bedrooms,beds,price,guests_included,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
0,22267382,1910170,1.0,2,1.0,1.0,1.0,145.0,2,7,12,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.59
1,2473861,8826175,4.0,8,1.0,3.0,5.0,175.0,3,3,30,137,91.0,9.0,9.0,9.0,9.0,9.0,9.0,3,2.47
2,25079703,4383563,1.0,2,1.0,0.0,1.0,180.0,1,2,1125,3,100.0,10.0,9.0,9.0,10.0,10.0,10.0,1,0.89
3,9342478,10406276,1.0,1,1.0,1.0,1.0,42.0,1,3,1125,0,,,,,,,,1,
4,4866426,2346300,1.0,2,1.0,1.0,1.0,80.0,1,1,90,144,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.14
5,19115443,2856748,104.0,6,2.5,2.0,3.0,550.0,1,30,1125,0,,,,,,,,51,
6,12132427,10584659,1.0,4,1.0,1.0,1.0,177.0,2,3,1125,12,93.0,10.0,9.0,9.0,9.0,10.0,9.0,1,0.38
7,27551517,7186760,1.0,1,1.0,1.0,3.0,70.0,1,2,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0
8,27016367,202886988,1.0,16,2.0,0.0,1.0,500.0,1,1,1,0,,,,,,,,1,
9,14028380,7932698,1.0,4,1.0,1.0,2.0,106.0,2,1,1125,30,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1.1
10,20917330,8941591,1.0,2,1.0,1.0,1.0,175.0,1,6,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.15
11,13466663,6980995,5.0,2,1.0,1.0,1.0,95.0,1,1,1125,10,96.0,10.0,10.0,10.0,10.0,9.0,10.0,5,0.34
12,7497287,241593,2.0,2,1.0,1.0,1.0,70.0,1,1,1125,0,,,,,,,,2,
13,19890678,513517,1.0,2,1.0,1.0,1.0,59.0,1,2,15,1,80.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.18
14,29606554,14442777,8.0,5,1.0,2.0,2.0,299.0,1,3,1125,0,,,,,,,,1,
15,10233048,14064072,1.0,2,1.0,1.0,1.0,295.0,1,1,1125,0,,,,,,,,1,
16,21531318,150835318,1.0,2,1.0,1.0,1.0,89.0,2,1,1125,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.75
17,62925,306739,3.0,4,2.0,2.0,2.0,285.0,2,3,90,118,96.0,10.0,9.0,10.0,10.0,10.0,9.0,3,1.26
18,24730560,3976696,2.0,1,1.0,1.0,1.0,45.0,1,2,60,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,2,0.46
19,4332961,1153352,1.0,6,1.0,2.0,3.0,119.0,1,2,24,173,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,3.57
20,29161249,93948524,3.0,1,1.0,0.0,1.0,100.0,1,5,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.0
21,29269102,158406020,2.0,2,1.0,1.0,2.0,47.0,1,1,90,0,,,,,,,,2,
22,14798649,92439327,1.0,2,1.0,1.0,1.0,80.0,2,2,1125,16,96.0,9.0,9.0,10.0,10.0,10.0,10.0,1,0.61
23,21900790,143985849,1.0,2,1.0,0.0,1.0,95.0,1,5,9,0,,,,,,,,1,
24,27065834,83856521,1.0,2,1.0,1.0,1.0,275.0,2,1,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.9
25,15898592,47652911,1.0,2,1.0,1.0,1.0,70.0,1,7,30,8,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.35
26,721762,3726366,2.0,2,1.0,2.0,1.0,130.0,1,4,365,66,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0.9
27,19790151,106430338,2.0,2,1.0,1.0,1.0,57.0,1,3,1125,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0.67
28,25045574,113193204,1.0,1,1.0,0.0,1.0,50.0,1,7,12,0,,,,,,,,1,
29,14716403,70724038,1.0,2,1.0,1.0,2.0,80.0,1,1,1125,16,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.7
30,9822032,50591230,2.0,1,1.0,1.0,1.0,70.0,1,1,3,0,,,,,,,,1,
31,217486,25188,217.0,2,1.0,1.0,1.0,216.0,1,30,365,0,,,,,,,,29,
32,22719926,16625273,4.0,12,2.0,5.0,6.0,395.0,1,2,365,29,73.0,7.0,8.0,8.0,8.0,9.0,7.0,4,3.1
33,7097,17571,1.0,4,1.0,1.0,2.0,215.0,2,2,30,171,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.6
34,5990467,31102831,1.0,3,1.0,1.0,2.0,90.0,2,3,1125,108,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.54
35,16999617,19698740,1.0,2,1.0,1.0,1.0,50.0,1,2,1125,0,,,,,,,,1,
36,21005738,34579576,1.0,4,1.0,0.0,2.0,160.0,1,2,5,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.08
37,4799839,5999440,1.0,2,1.0,1.0,0.0,175.0,2,2,14,157,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4.05
38,6947601,36426712,1.0,2,1.0,1.0,2.0,80.0,1,1,1125,0,,,,,,,,1,
39,22339698,163329653,1.0,4,1.0,1.0,2.0,120.0,4,2,1125,47,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1,4.48
40,21222809,140862658,1.0,2,1.0,1.0,1.0,75.0,1,1,1125,27,97.0,10.0,9.0,10.0,10.0,9.0,9.0,1,2.27
41,27314038,94214493,8.0,2,1.5,2.0,2.0,80.0,1,7,30,0,,,,,,,,8,
42,23526038,17478332,1.0,2,1.0,1.0,1.0,78.0,1,2,200,19,96.0,10.0,9.0,9.0,10.0,10.0,10.0,1,2.61
43,9904223,40038018,1.0,6,2.0,2.0,4.0,658.0,4,2,1125,127,95.0,10.0,10.0,9.0,10.0,10.0,9.0,1,3.65
44,26951163,1172020,1.0,4,1.0,3.0,2.0,150.0,1,30,200,0,,,,,,,,1,
45,16468214,108061424,1.0,2,1.5,3.0,1.0,85.0,1,2,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.17
46,17666319,63646906,1.0,3,1.0,0.0,2.0,200.0,1,3,15,24,93.0,9.0,10.0,10.0,10.0,10.0,10.0,1,1.25
47,4752020,24454906,1.0,3,1.0,2.0,2.0,225.0,3,1,1125,0,,,,,,,,1,
48,24545812,110784757,1.0,2,1.0,0.0,1.0,125.0,1,6,9,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.34
49,13064386,23909946,3.0,2,1.0,1.0,1.0,50.0,1,7,32,25,94.0,10.0,9.0,10.0,10.0,9.0,10.0,3,0.86
50,10600032,53894093,1.0,2,1.0,1.0,1.0,100.0,1,2,14,0,,,,,,,,1,
51,18484597,8594019,2.0,1,1.0,1.0,1.0,50.0,1,5,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.06
52,16273058,272826,1.0,2,1.0,0.0,1.0,100.0,1,28,28,0,,,,,,,,1,
53,25426171,190921808,42.0,2,2.0,1.0,0.0,55.0,1,7,1125,3,80.0,9.0,5.0,9.0,9.0,10.0,8.0,42,1.76
54,15131279,92237522,3.0,2,1.0,3.0,3.0,34.0,1,3,30,6,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2,2.54
55,17988416,123580100,2.0,2,1.0,1.0,1.0,45.0,1,1,1125,70,93.0,10.0,9.0,10.0,10.0,10.0,10.0,2,3.68
56,26257903,87757867,2.0,2,1.0,1.0,1.0,80.0,1,1,1125,31,97.0,10.0,9.0,10.0,10.0,10.0,9.0,2,6.94
57,15988392,103281721,1.0,2,1.0,1.0,1.0,49.0,1,1,14,17,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.72
58,6201914,9671470,2.0,2,1.0,1.0,1.0,75.0,1,1,1125,107,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,3.09
59,9507521,49268145,1.0,5,1.0,2.0,3.0,275.0,2,2,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
60,20773211,8833868,2.0,2,1.0,1.0,1.0,50.0,1,4,28,11,96.0,10.0,9.0,10.0,10.0,9.0,10.0,2,1.61
61,28046788,211321817,1.0,1,1.0,1.0,1.0,50.0,1,1,3,0,,,,,,,,1,
62,22817094,132210355,4.0,3,2.5,3.0,3.0,175.0,3,30,75,0,,,,,,,,4,
63,15399031,86592511,1.0,2,1.0,1.0,1.0,135.0,2,7,19,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.34
64,9424125,48857636,2.0,4,1.0,2.0,2.0,62.0,2,30,270,41,95.0,10.0,10.0,10.0,10.0,9.0,10.0,2,1.26
65,8536270,44941648,1.0,2,2.0,1.0,1.0,190.0,1,3,60,102,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.71
66,12145578,2589215,1.0,2,1.0,1.0,1.0,100.0,1,5,1125,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.14
67,22225676,64196950,1.0,8,2.0,2.0,3.0,400.0,1,1,1125,24,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1,2.39
68,19433839,34663612,1.0,2,1.0,1.0,1.0,44.0,1,1,3,104,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,6.87
69,7541249,31086628,1.0,2,1.0,1.0,2.0,59.0,1,2,90,84,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.2
70,21023051,9385464,1.0,1,1.0,1.0,1.0,157.0,1,1,1125,2,80.0,7.0,8.0,9.0,9.0,10.0,8.0,1,0.15
71,647413,3245898,1.0,3,1.0,1.0,1.0,150.0,1,4,5,16,94.0,9.0,9.0,10.0,10.0,10.0,10.0,1,0.27
72,21966880,160374143,1.0,4,1.0,1.0,2.0,245.0,2,3,1125,24,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.34
73,16068067,15792248,1.0,2,1.0,1.0,1.0,100.0,1,2,11,1,80.0,8.0,6.0,10.0,10.0,6.0,6.0,1,0.04
74,21787703,7097558,2.0,2,1.0,1.0,1.0,75.0,1,1,7,85,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2,8.1
75,12108264,64930464,3.0,6,1.0,2.0,3.0,126.0,2,2,14,134,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2,4.47
76,9920626,36054372,1.0,3,1.0,2.0,1.0,180.0,1,1,1125,0,,,,,,,,1,
77,8467862,35302724,1.0,2,1.0,1.0,1.0,127.0,1,2,1125,2,100.0,9.0,10.0,10.0,10.0,10.0,10.0,1,0.05
78,4365833,208410,1.0,2,1.0,1.0,1.0,130.0,1,7,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.08
79,2686794,13753679,1.0,1,1.0,0.0,1.0,220.0,1,4,30,5,84.0,9.0,8.0,9.0,10.0,10.0,9.0,1,0.09
80,24748736,2692322,1.0,4,1.0,2.0,2.0,280.0,1,2,1125,8,97.0,10.0,9.0,10.0,9.0,10.0,9.0,1,1.49
81,10233196,51169036,1.0,2,1.0,1.0,1.0,77.0,1,1,1125,76,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2.48
82,791452,2556784,1.0,2,1.0,1.0,1.0,60.0,1,1,1125,12,89.0,10.0,8.0,10.0,10.0,10.0,9.0,1,0.42
83,15868431,8794266,1.0,2,1.0,1.0,2.0,140.0,1,15,31,0,,,,,,,,1,
84,21784703,158737375,4.0,2,1.0,1.0,1.0,60.0,1,1,1125,73,91.0,9.0,9.0,10.0,10.0,9.0,9.0,4,6.26
85,1455804,4028305,1.0,4,1.0,1.0,2.0,175.0,2,2,1125,1,80.0,8.0,6.0,10.0,10.0,6.0,6.0,1,0.08
86,23379643,144863654,2.0,2,1.0,1.0,1.0,95.0,1,2,1125,6,97.0,10.0,10.0,9.0,10.0,10.0,10.0,1,0.74
87,19379532,55591448,1.0,1,1.0,1.0,1.0,100.0,1,1,30,0,,,,,,,,1,
88,2880864,14723162,1.0,2,1.0,0.0,1.0,149.0,1,1,1125,10,88.0,10.0,8.0,8.0,10.0,9.0,9.0,1,0.2
89,19530778,137129564,5.0,2,2.0,1.0,1.0,60.0,1,1,1125,19,98.0,10.0,10.0,10.0,10.0,9.0,10.0,5,2.52
90,3747392,15805343,1.0,2,1.0,1.0,1.0,150.0,2,1,1125,9,98.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0.23
91,522081,1413546,1.0,2,1.0,1.0,1.0,170.0,1,2,7,167,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.21
92,26873391,7434934,1.0,2,1.0,1.0,1.0,85.0,1,3,365,7,96.0,9.0,9.0,10.0,10.0,9.0,8.0,1,2.04
93,1474752,2259113,1.0,1,1.0,1.0,1.0,110.0,1,2,30,19,92.0,9.0,8.0,10.0,10.0,10.0,9.0,1,0.3
94,14024651,6218023,2.0,5,1.0,1.0,2.0,60.0,1,1,1125,22,90.0,10.0,10.0,9.0,10.0,9.0,9.0,2,0.84
95,25417035,9912305,1.0,6,1.5,3.0,4.0,280.0,5,4,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.26
96,21684019,144017474,2.0,2,1.0,1.0,1.0,55.0,2,1,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.33
97,10526346,54275909,1.0,1,1.0,1.0,1.0,34.0,1,3,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
98,2524228,8288419,8.0,2,1.0,1.0,1.0,48.0,1,1,1125,83,83.0,9.0,8.0,9.0,9.0,9.0,9.0,4,1.49
99,21947959,7709326,1.0,2,1.0,0.0,1.0,90.0,1,3,14,0,,,,,,,,1,
100,16427197,4349699,3.0,3,2.0,2.0,2.0,195.0,4,4,60,8,85.0,9.0,8.0,10.0,10.0,10.0,9.0,1,0.56
101,159913,759883,1.0,2,1.0,1.0,2.0,150.0,2,2,30,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.81
102,24473713,163362268,14.0,1,4.0,1.0,1.0,72.0,1,30,90,0,,,,,,,,14,
103,13372847,75947654,1.0,3,1.0,1.0,2.0,95.0,1,4,16,72,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,2.6
104,25166331,47580042,1.0,2,1.0,1.0,2.0,337.0,1,1,7,0,,,,,,,,1,
105,4550041,23591164,4.0,4,1.0,1.0,2.0,75.0,2,1,1125,313,96.0,10.0,10.0,10.0,10.0,9.0,10.0,4,6.5
106,29419623,104280835,6.0,2,1.5,1.0,1.0,36.0,2,1,1125,0,,,,,,,,6,
107,16335390,3914854,1.0,2,1.0,1.0,1.0,125.0,2,2,7,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.13
108,21592198,24052348,4.0,7,1.0,3.0,4.0,157.0,2,30,1125,0,,,,,,,,4,
109,11146017,182987,1.0,2,1.0,1.0,1.0,60.0,1,7,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.16
110,9388067,48161558,1.0,1,1.0,1.0,1.0,55.0,1,7,11,1,,,,,,,,1,0.09
111,25550336,54622,3.0,1,1.0,2.0,1.0,105.0,1,30,2000,1,,,,,,,,3,0.7
112,14745007,22541573,155.0,5,2.0,2.0,3.0,367.0,1,30,1125,0,,,,,,,,98,
113,7949889,14743478,4.0,1,1.0,1.0,1.0,74.0,1,1,1125,102,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4,2.72
114,7240563,4419418,1.0,2,1.0,1.0,1.0,90.0,2,6,29,8,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.2
115,13078201,22541573,155.0,2,1.0,0.0,1.0,199.0,1,30,1125,0,,,,,,,,98,
116,25691139,464841,3.0,3,1.0,0.0,1.0,150.0,2,4,1125,5,96.0,10.0,8.0,10.0,10.0,8.0,8.0,1,1.06
117,16311616,63944930,1.0,2,1.0,1.0,1.0,383.0,1,1,1125,14,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0.74
118,19414732,134677764,1.0,1,1.0,1.0,1.0,70.0,1,5,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.18
119,24151123,25468672,1.0,1,1.0,1.0,1.0,90.0,1,10,60,1,60.0,8.0,6.0,8.0,8.0,10.0,10.0,1,0.24
120,13330240,75437935,1.0,9,1.0,2.0,5.0,375.0,4,3,1125,35,90.0,9.0,9.0,10.0,9.0,10.0,9.0,1,1.25
121,27812131,210014579,1.0,2,1.5,1.0,1.0,61.0,1,1,25,14,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,5.75
122,23118522,8959179,1.0,2,1.0,1.0,1.0,104.0,1,11,21,8,90.0,9.0,9.0,9.0,10.0,10.0,9.0,1,1.48
123,28182769,99149791,1.0,2,1.0,1.0,1.0,160.0,1,2,7,2,90.0,10.0,8.0,10.0,10.0,10.0,10.0,1,2.0
124,21678587,42141935,1.0,3,1.0,1.0,1.0,89.0,2,1,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.19
125,375977,1890458,1.0,2,1.0,1.0,1.0,100.0,1,90,160,0,,,,,,,,1,
126,19866106,91358346,1.0,2,2.0,1.0,1.0,99.0,1,1,1125,0,,,,,,,,1,
127,21801370,156042211,4.0,2,1.0,1.0,1.0,40.0,1,4,1125,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,4,0.39
128,1392673,7503643,68.0,4,1.0,0.0,2.0,125.0,1,30,365,6,100.0,10.0,10.0,10.0,10.0,9.0,9.0,68,0.1
129,3907603,14890430,1.0,2,1.0,1.0,1.0,75.0,1,3,1125,134,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.64
130,2532873,12972780,2.0,3,1.0,1.0,1.0,100.0,1,1,1125,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.7
131,2164135,1470471,1.0,2,1.0,1.0,1.0,80.0,1,3,60,66,95.0,10.0,10.0,10.0,10.0,8.0,9.0,1,1.16
132,4259427,21833312,1.0,6,2.0,3.0,5.0,250.0,6,6,1125,23,89.0,10.0,9.0,10.0,10.0,8.0,8.0,1,0.47
133,20231480,94214493,8.0,1,1.0,1.0,1.0,80.0,1,3,300,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,8,0.46
134,20389491,68011294,2.0,2,1.0,1.0,1.0,70.0,1,6,30,3,93.0,10.0,10.0,10.0,10.0,8.0,9.0,1,0.21
135,11981021,16098958,89.0,5,1.0,1.0,2.0,250.0,1,30,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,88,0.3
136,3479639,17527788,3.0,6,1.0,2.0,3.0,144.0,2,2,60,45,94.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.86
137,16828918,29040298,1.0,2,1.0,1.0,1.0,64.0,1,3,4,0,,,,,,,,1,
138,23995936,180548427,1.0,5,1.0,2.0,4.0,620.0,4,4,1124,16,99.0,9.0,10.0,10.0,10.0,10.0,10.0,1,2.33
139,2473611,12649246,1.0,2,1.0,1.0,1.0,92.0,2,2,8,153,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,2.75
140,26200726,75206954,7.0,1,1.0,1.0,3.0,38.0,1,5,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.33
141,19118963,9293730,12.0,2,1.0,0.0,1.0,125.0,2,30,1125,5,92.0,10.0,10.0,10.0,10.0,10.0,9.0,12,0.41
142,6328175,25697753,1.0,4,1.0,2.0,1.0,120.0,1,4,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.05
143,8880707,22345627,2.0,4,1.0,2.0,2.0,105.0,1,1,90,0,,,,,,,,1,
144,13479810,77174662,1.0,2,1.0,1.0,1.0,75.0,1,2,50,142,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1,4.9
145,29281783,13639626,1.0,5,1.0,2.0,2.0,250.0,1,4,1125,0,,,,,,,,1,
146,14141050,1715674,1.0,4,1.0,2.0,3.0,130.0,1,2,17,4,75.0,9.0,9.0,10.0,9.0,8.0,8.0,1,0.15
147,5494750,26377263,55.0,1,1.0,1.0,1.0,38.0,1,30,1125,0,,,,,,,,43,
148,28318273,6142208,1.0,2,1.0,1.0,1.0,100.0,1,2,18,6,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,3.46
149,6371191,33200237,1.0,2,1.0,1.0,1.0,577.0,1,7,14,0,,,,,,,,1,
150,8444013,11625123,1.0,3,1.0,1.0,2.0,124.0,2,2,1125,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.46
151,9153256,9787825,2.0,3,1.0,1.0,1.0,150.0,1,7,1125,1,80.0,8.0,8.0,8.0,10.0,10.0,8.0,1,0.06
152,21175036,152878377,1.0,2,1.0,1.0,1.0,75.0,1,3,1125,14,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1.09
153,1885714,2673168,1.0,2,1.0,1.0,1.0,52.0,1,1,1125,35,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0.58
154,20281046,9013280,1.0,5,1.0,1.0,2.0,200.0,1,25,1125,2,100.0,9.0,10.0,10.0,10.0,10.0,9.0,1,0.34
155,11212414,58405281,1.0,3,1.0,2.0,3.0,75.0,2,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.03
156,25724177,772467,2.0,2,1.0,1.0,1.0,50.0,1,2,4,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.61
157,21224844,1565284,1.0,2,1.0,1.0,1.0,290.0,1,5,1125,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.5
158,18094212,121274,1.0,8,3.5,4.0,4.0,600.0,4,4,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.19
159,20331745,145062069,2.0,3,1.0,1.0,1.0,110.0,1,1,1125,8,91.0,9.0,9.0,10.0,10.0,10.0,9.0,2,0.77
160,9626230,3851320,3.0,6,2.0,3.0,4.0,250.0,6,2,1125,68,89.0,9.0,9.0,10.0,9.0,8.0,9.0,1,1.95
161,19194301,132210355,4.0,1,1.0,1.0,1.0,110.0,1,3,10,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.3
162,29132608,219333557,3.0,2,1.0,1.0,1.0,55.0,1,1,5,3,100.0,9.0,10.0,10.0,10.0,9.0,10.0,3,3.0
163,9484892,13667539,1.0,2,1.0,1.0,1.0,75.0,1,1,1125,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,1,0.06
164,4957358,90860,4.0,3,1.0,1.0,1.0,145.0,1,1,27,208,97.0,10.0,10.0,10.0,10.0,9.0,9.0,3,4.59
165,29192784,2890846,2.0,2,1.0,1.0,1.0,90.0,1,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.0
166,28960086,218289083,1.0,3,1.0,1.0,2.0,90.0,1,7,7,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,2.0
167,21716197,12672143,1.0,3,1.0,0.0,1.0,195.0,1,2,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.38
168,4437053,23030943,1.0,1,1.0,1.0,1.0,105.0,1,1,1125,91,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1.86
169,6684355,942128,1.0,4,1.0,1.0,2.0,150.0,2,29,87,3,90.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0.08
170,16352907,71698853,1.0,3,1.0,1.0,2.0,100.0,1,2,1125,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.04
171,13064913,3872251,1.0,2,1.0,0.0,1.0,100.0,2,2,62,13,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.45
172,24288869,25414207,2.0,3,2.0,1.0,2.0,75.0,1,1,15,26,92.0,10.0,9.0,9.0,9.0,9.0,9.0,2,3.96
173,14530298,595368,1.0,4,1.0,1.0,2.0,250.0,1,30,1125,0,,,,,,,,1,
174,1673040,2119276,39.0,5,1.0,2.0,3.0,350.0,5,30,1125,12,94.0,9.0,9.0,9.0,9.0,9.0,8.0,39,0.22
175,28494389,13820210,1.0,2,1.0,1.0,1.0,62.0,1,1,1125,2,80.0,8.0,8.0,9.0,10.0,10.0,10.0,1,2.0
176,12006201,30283594,808.0,3,1.0,1.0,2.0,239.0,1,30,1125,0,,,,,,,,132,
177,17461281,4173425,1.0,2,1.0,1.0,1.0,69.0,2,2,180,50,91.0,10.0,9.0,10.0,10.0,9.0,9.0,1,2.62
178,4501410,7648260,3.0,2,1.0,1.0,1.0,225.0,1,5,1125,30,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.64
179,7726,20950,1.0,3,1.0,1.0,1.0,99.0,3,3,730,17,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,4.59
180,22382863,66837596,2.0,2,1.0,1.0,1.0,140.0,1,4,90,9,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.88
181,20785600,148979444,1.0,2,1.0,1.0,1.0,50.0,1,3,28,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.71
182,19407360,1341922,1.0,2,1.0,1.0,1.0,49.0,1,1,5,0,,,,,,,,1,
183,12274662,5606004,1.0,2,1.0,1.0,1.0,80.0,1,2,28,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.29
184,23746579,124357,3.0,7,1.0,2.0,5.0,300.0,1,1,30,35,93.0,10.0,9.0,9.0,9.0,10.0,9.0,3,5.07
185,27965850,211228607,1.0,6,1.0,2.0,3.0,160.0,1,1,1125,17,86.0,9.0,8.0,9.0,9.0,9.0,9.0,1,7.39
186,6077354,31545214,1.0,3,1.0,1.0,2.0,100.0,1,2,1125,45,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1.05
187,353801,354996,3.0,2,1.0,1.0,1.0,75.0,1,3,90,42,97.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.52
188,19011988,99410435,2.0,8,1.0,3.0,4.0,223.0,1,2,365,24,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2,1.55
189,19906460,131647128,15.0,7,1.0,2.0,3.0,225.0,1,30,1124,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,0.57
190,13397762,20167238,2.0,5,1.0,2.0,1.0,110.0,1,2,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.14
191,8974121,46815771,1.0,2,1.0,0.0,1.0,170.0,1,3,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,6.0,1,0.03
192,21024098,53179388,11.0,1,1.0,1.0,1.0,150.0,1,30,365,2,60.0,6.0,6.0,10.0,10.0,10.0,6.0,10,0.38
193,3464551,4887492,14.0,4,1.0,1.0,1.0,150.0,2,2,30,12,98.0,9.0,10.0,10.0,10.0,10.0,10.0,11,0.3
194,11634797,4187747,1.0,2,1.0,1.0,1.0,49.0,1,7,90,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07
195,18240963,114736959,5.0,3,1.0,1.0,1.0,115.0,3,2,120,41,95.0,10.0,10.0,10.0,10.0,9.0,10.0,5,2.22
196,16313547,51501835,85.0,3,1.0,0.0,1.0,125.0,1,30,365,4,80.0,10.0,9.0,10.0,10.0,10.0,9.0,85,0.18
197,21788547,19917176,1.0,6,1.0,2.0,2.0,250.0,1,30,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.24
198,20075454,142657521,1.0,2,1.0,0.0,2.0,50.0,2,1,4,1,20.0,,,2.0,,,,1,0.07
199,29490983,52882339,1.0,2,1.0,1.0,1.0,58.0,1,3,15,4,50.0,9.0,5.0,10.0,10.0,10.0,6.0,1,4.0
